,game_id,avg_pts,avg_fg_pct,avg_ft_pct,avg_fg3_pct,avg_ast,avg_reb,delta_pts,delta_fg_pct,delta_ft_pct,delta_fg3_pct,delta_ast,delta_reb,home_team_id,visitor_team_id,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,date,total1,hit_over
0,21200016,102.0,0.488,0.722,0.3329999999999999,24.0,46.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612753,1610612743,102.0,0.488,0.722,0.3329999999999999,24.0,46.0,89.0,0.381,0.667,0.2689999999999999,22.0,45.0,2012-11-02,198.0,0
1,21200039,102.0,0.488,0.722,0.3329999999999999,24.0,46.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612753,1610612756,115.0,0.489,0.8420000000000001,0.818,26.0,46.0,94.0,0.429,0.611,0.263,19.0,45.0,2012-11-04,193.0,1
2,21200050,108.5,0.4885,0.782,0.5754999999999999,25.0,46.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612741,1610612753,99.0,0.476,0.708,0.3329999999999999,27.0,43.0,93.0,0.419,0.765,0.421,23.0,43.0,2012-11-06,187.0,1
3,21200060,103.33333333333333,0.4653333333333333,0.7763333333333334,0.5239999999999999,24.333333333333332,45.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612750,1610612753,90.0,0.447,0.682,0.35,22.0,46.0,75.0,0.35,0.8,0.25,17.0,41.0,2012-11-07,194.0,0
4,21200069,96.25,0.4365,0.78225,0.45549999999999996,22.5,44.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612753,1610612751,68.0,0.429,0.5,0.364,19.0,35.0,107.0,0.5,0.64,0.391,21.0,48.0,2012-11-09,195.0,0
5,21200090,87.75,0.42174999999999996,0.72675,0.46325,21.25,41.25,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612751,1610612753,82.0,0.3720000000000001,0.68,0.292,20.0,55.0,74.0,0.357,0.722,0.077,22.0,42.0,2012-11-11,190.5,0
6,21200104,77.5,0.38875000000000004,0.69675,0.278,20.25,40.25,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612753,1610612752,89.0,0.493,0.588,0.357,28.0,42.0,99.0,0.488,0.727,0.375,15.0,31.0,2012-11-13,188.0,0
7,21200123,76.5,0.40725,0.6525,0.262,21.5,40.0,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612765,1610612753,106.0,0.537,0.8,0.25,21.0,30.0,110.0,0.494,0.882,0.412,27.0,44.0,2012-11-16,187.5,1
8,21200140,91.0,0.44799999999999995,0.7306666666666667,0.28200000000000003,25.666666666666668,42.666666666666664,0.07843137254901955,0.012295081967213184,0.2216066481994461,0.23723723723723755,0.125,-0.04347826086956519,1610612761,1610612753,97.0,0.475,0.609,0.389,22.0,40.0,86.0,0.4,0.857,0.308,18.0,40.0,2012-11-18,187.0,0
9,21200149,95.0,0.4623333333333333,0.7756666666666666,0.35900000000000004,24.333333333333332,42.0,-0.25217391304347825,-0.1820040899795501,0.017814726840855055,-0.6234718826405867,-0.3076923076923077,-0.13043478260869568,1610612737,1610612753,81.0,0.382,0.615,0.2,18.0,48.0,72.0,0.3779999999999999,0.5710000000000001,0.2,17.0,55.0,2012-11-19,186.0,0
10,21200158,89.25,0.44125,0.7245,0.31925000000000003,22.5,45.25,-0.22580645161290325,-0.0978520286396184,-0.25359477124182994,-0.5249406175771971,-0.26086956521739135,0.2790697674418605,1610612753,1610612765,90.0,0.434,0.722,0.25,24.0,53.0,74.0,0.3289999999999999,0.682,0.176,15.0,48.0,2012-11-21,190.0,0
11,21200172,89.5,0.42649999999999993,0.758,0.29250000000000004,21.5,48.0,0.19999999999999996,0.24,-0.09750000000000003,0.0,0.41176470588235303,0.29268292682926833,1610612753,1610612739,108.0,0.5,0.85,0.524,21.0,36.0,104.0,0.425,0.733,0.308,19.0,38.0,2012-11-23,185.0,1
12,21200195,89.0,0.42799999999999994,0.75,0.3205,20.0,46.0,0.588235294117647,0.16550116550116556,0.7,0.43956043956043955,0.10526315789473695,0.02857142857142847,1610612753,1610612738,110.0,0.456,0.895,0.423,20.0,42.0,116.0,0.4479999999999999,0.789,0.389,26.0,51.0,2012-11-25,189.0,1
13,21200210,95.0,0.44199999999999995,0.7595000000000001,0.34925,20.5,46.5,0.4864864864864864,0.277310924369748,0.239612188365651,4.4935064935064934,-0.09090909090909094,0.0,1610612753,1610612759,89.0,0.4320000000000001,0.625,0.133,16.0,46.0,110.0,0.524,0.733,0.44,26.0,39.0,2012-11-28,196.5,1
14,21200224,102.33333333333333,0.4626666666666667,0.79,0.36000000000000004,19.0,41.333333333333336,0.0,-0.12373225152129796,0.06292517006802734,-0.6274509803921569,-0.4285714285714286,0.09523809523809534,1610612753,1610612751,86.0,0.449,0.789,0.091,20.0,36.0,98.0,0.4579999999999999,0.846,0.55,22.0,41.0,2012-11-30,184.0,0
15,21200244,95.0,0.4456666666666667,0.7696666666666667,0.2156666666666667,18.666666666666668,41.333333333333336,-0.21818181818181814,-0.0910931174089068,-0.1054421768707483,-0.779126213592233,-0.2592592592592593,-0.18181818181818177,1610612747,1610612753,103.0,0.419,0.6409999999999999,0.353,20.0,46.0,113.0,0.5,0.95,0.348,34.0,44.0,2012-12-02,197.5,1
16,21200250,96.0,0.4603333333333334,0.7879999999999999,0.19066666666666668,23.333333333333332,42.0,0.3139534883720929,0.25,0.10851808634772464,0.1298701298701299,0.8888888888888888,0.10000000000000009,1610612744,1610612753,94.0,0.457,0.722,0.412,23.0,43.0,102.0,0.435,0.875,0.348,29.0,43.0,2012-12-03,197.0,0
17,21200265,97.5,0.45400000000000007,0.80975,0.23000000000000004,24.75,42.25,0.41666666666666674,0.15079365079365115,0.5323992994746058,0.7399999999999998,0.7058823529411764,-0.21818181818181814,1610612762,1610612753,87.0,0.416,0.815,0.1,17.0,38.0,81.0,0.442,0.706,0.067,15.0,46.0,2012-12-05,196.5,0
18,21200281,95.5,0.4565,0.83,0.21350000000000002,24.5,42.25,-0.09999999999999998,0.018433179723502224,-0.02216066481994461,-0.732,-0.375,-0.13207547169811318,1610612758,1610612753,91.0,0.405,0.821,0.19,20.0,51.0,82.0,0.375,0.857,0.267,17.0,40.0,2012-12-07,194.0,0
19,21200296,94.5,0.438,0.847,0.25750000000000006,23.75,43.25,-0.2407407407407407,-0.25,0.008235294117647118,-0.4904580152671756,-0.19047619047619047,0.11111111111111116,1610612756,1610612753,90.0,0.462,0.722,0.25,22.0,29.0,98.0,0.519,0.722,0.3329999999999999,31.0,44.0,2012-12-09,197.5,0
20,21200310,90.75,0.44275,0.79,0.25375000000000003,23.0,43.25,-0.10909090909090913,0.13815789473684204,-0.19329608938547493,-0.2127659574468087,0.55,0.04761904761904767,1610612753,1610612737,80.0,0.3829999999999999,1.0,0.318,17.0,39.0,86.0,0.4379999999999999,0.625,0.273,16.0,43.0,2012-12-12,190.5,0
